customer_number,use_case_x,registration_month,kyc_status,spend_volume,spend_transaction_count,use_case_y,num_use_case
10004166,ATM Withdrawal,Jul 2019,1,54590,12,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase', 'Pay with PayMaya', 'ATM Withdrawal', 'POS Purchase']",6
10004166,POS Purchase,Jul 2019,1,5035,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase', 'Pay with PayMaya', 'ATM Withdrawal', 'POS Purchase']",6
10004243,Pay with PayMaya,Oct 2018,0,591.43,1,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10004243,PAYMAYA SHOP,Oct 2018,0,1358.5,6,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10004273,Instapay Sending,Jul 2020,1,400,2,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10004273,PAYMAYA SHOP,Jul 2020,1,280,11,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10004273,Bills Payment,Jul 2020,1,3046.89,3,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10004295,Instapay Sending,Dec 2019,1,5000,1,['Instapay Sending'],1
1000432,PAYMAYA SHOP,Apr 2021,0,50,1,"['PAYMAYA SHOP', 'Bills Payment']",2
1000432,Bills Payment,Apr 2021,0,4707,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10004395,Instapay Sending,Jun 2017,1,200,2,"['Instapay Sending', 'Online Purchase']",2
10004395,Online Purchase,Jun 2017,1,549,1,"['Instapay Sending', 'Online Purchase']",2
1000440,QR,Jan 2021,1,12848.26,7,"['QR', 'PAYMAYA SHOP', 'P2P Sending']",3
1000440,PAYMAYA SHOP,Jan 2021,1,185,7,"['QR', 'PAYMAYA SHOP', 'P2P Sending']",3
1000440,P2P Sending,Jan 2021,1,4576.63,2,"['QR', 'PAYMAYA SHOP', 'P2P Sending']",3
1000444,PAYMAYA SHOP,Feb 2019,1,839,8,"['PAYMAYA SHOP', 'Bills Payment']",2
1000444,Bills Payment,Feb 2019,1,5270.17,4,"['PAYMAYA SHOP', 'Bills Payment']",2
10004476,Pay with PayMaya,Aug 2021,1,541,2,['Pay with PayMaya'],1
10004487,Online Purchase,May 2021,1,-4325.37,2,"['Online Purchase', 'Instapay Sending']",2
10004487,Instapay Sending,May 2021,1,4000,1,"['Online Purchase', 'Instapay Sending']",2
10004494,Bills Payment,May 2017,1,3005.73,2,"['Bills Payment', 'Instapay Sending']",2
10004494,Instapay Sending,May 2017,1,9990,1,"['Bills Payment', 'Instapay Sending']",2
10004499,Online Purchase,Jun 2017,1,1584.5,2,"['Online Purchase', 'PAYMAYA SHOP']",2
10004499,PAYMAYA SHOP,Jun 2017,1,50,1,"['Online Purchase', 'PAYMAYA SHOP']",2
10004501,P2P Sending,Dec 2017,1,6800,2,"['P2P Sending', 'Bills Payment', 'QR']",3
10004501,Bills Payment,Dec 2017,1,33018.36,9,"['P2P Sending', 'Bills Payment', 'QR']",3
10004501,QR,Dec 2017,1,553,5,"['P2P Sending', 'Bills Payment', 'QR']",3
10004523,P2P Sending,Apr 2019,1,285,2,"['P2P Sending', 'Instapay Sending']",2
10004523,Instapay Sending,Apr 2019,1,9284,15,"['P2P Sending', 'Instapay Sending']",2
10004531,Bills Payment,Feb 2018,1,15218.91,1,"['Bills Payment', 'Online Purchase', 'Pay with PayMaya']",3
10004531,Online Purchase,Feb 2018,1,35923.65,54,"['Bills Payment', 'Online Purchase', 'Pay with PayMaya']",3
10004531,Pay with PayMaya,Feb 2018,1,12113,10,"['Bills Payment', 'Online Purchase', 'Pay with PayMaya']",3
10004541,P2P - Consumer to Negosyo Sending,Feb 2020,1,9930,7,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10004541,Instapay Sending,Feb 2020,1,6690,3,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10004541,PAYMAYA SHOP,Feb 2020,1,150,6,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10004545,Bills Payment,Jan 2018,1,1012,1,['Bills Payment'],1
10004556,PAYMAYA SHOP,Mar 2021,1,70,2,['PAYMAYA SHOP'],1
10004560,Bills Payment,May 2020,1,800,1,['Bills Payment'],1
10004570,PAYMAYA SHOP,Aug 2020,1,30,1,"['PAYMAYA SHOP', 'Online Purchase']",2
10004570,Online Purchase,Aug 2020,1,305,1,"['PAYMAYA SHOP', 'Online Purchase']",2
10004610,Online Purchase,Mar 2021,1,459,1,"['Online Purchase', 'PAYMAYA SHOP']",2
10004610,PAYMAYA SHOP,Mar 2021,1,50,1,"['Online Purchase', 'PAYMAYA SHOP']",2
10004616,Online Purchase,Mar 2018,1,498,2,['Online Purchase'],1
10004617,P2P Sending,Apr 2021,1,90000,9,"['P2P Sending', 'PAYMAYA SHOP']",2
10004617,PAYMAYA SHOP,Apr 2021,1,50,1,"['P2P Sending', 'PAYMAYA SHOP']",2
10004692,Online Purchase,May 2019,1,1881.23,5,"['Online Purchase', 'Instapay Sending']",2
10004692,Instapay Sending,May 2019,1,2500,1,"['Online Purchase', 'Instapay Sending']",2
10004727,Instapay Sending,Feb 2020,1,29725,11,"['Instapay Sending', 'PAYMAYA SHOP', 'QR']",3
10004727,PAYMAYA SHOP,Feb 2020,1,170,5,"['Instapay Sending', 'PAYMAYA SHOP', 'QR']",3
10004727,QR,Feb 2020,1,179.64,1,"['Instapay Sending', 'PAYMAYA SHOP', 'QR']",3
1000477,Bills Payment,Mar 2021,0,2399,1,['Bills Payment'],1
10004772,PAYMAYA SHOP,Dec 2019,1,285,11,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",3
10004772,Bills Payment,Dec 2019,1,7941.05,5,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",3
10004772,Instapay Sending,Dec 2019,1,18200,1,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending']",3
10004778,P2P Sending,Jul 2020,1,100000,10,['P2P Sending'],1
10004789,PAYMAYA SHOP,Apr 2020,1,849,2,"['PAYMAYA SHOP', 'Bills Payment']",2
10004789,Bills Payment,Apr 2020,1,999,1,"['PAYMAYA SHOP', 'Bills Payment']",2
1000479,PAYMAYA SHOP,Jun 2019,1,140,5,"['PAYMAYA SHOP', 'Online Purchase']",2
1000479,Online Purchase,Jun 2019,1,678,2,"['PAYMAYA SHOP', 'Online Purchase']",2
10004802,Bills Payment,Sep 2020,1,3766.76,7,['Bills Payment'],1
10004803,PAYMAYA SHOP,Sep 2020,1,4103,14,['PAYMAYA SHOP'],1
10004838,PAYMAYA SHOP,Jan 2020,1,50,1,['PAYMAYA SHOP'],1
10004864,Bills Payment,Aug 2021,1,800,1,"['Bills Payment', 'Instapay Sending']",2
10004864,Instapay Sending,Aug 2021,1,300,1,"['Bills Payment', 'Instapay Sending']",2
10004865,Instapay Sending,Aug 2021,1,1148,2,['Instapay Sending'],1
10004905,Instapay Sending,Feb 2020,1,10870,8,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR', 'Online Purchase', 'Bills Payment']",6
10004905,PAYMAYA SHOP,Feb 2020,1,1368,9,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR', 'Online Purchase', 'Bills Payment']",6
10004905,P2P Sending,Feb 2020,1,4000,1,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR', 'Online Purchase', 'Bills Payment']",6
10004905,QR,Feb 2020,1,149,1,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR', 'Online Purchase', 'Bills Payment']",6
10004905,Online Purchase,Feb 2020,1,2225,1,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR', 'Online Purchase', 'Bills Payment']",6
10004905,Bills Payment,Feb 2020,1,8406,1,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR', 'Online Purchase', 'Bills Payment']",6
10004907,PAYMAYA SHOP,Jul 2020,1,50,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
10004907,Instapay Sending,Jul 2020,1,140,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
10004911,Instapay Sending,Dec 2017,1,30,1,"['Instapay Sending', 'Pay with PayMaya']",2
10004911,Pay with PayMaya,Dec 2017,1,638,1,"['Instapay Sending', 'Pay with PayMaya']",2
10004943,Pay with PayMaya,Sep 2020,1,2038,1,['Pay with PayMaya'],1
10004945,PAYMAYA SHOP,Oct 2020,0,1975,28,['PAYMAYA SHOP'],1
10004980,ATM Withdrawal,Feb 2020,1,2,1,['ATM Withdrawal'],1
10004992,P2P Sending,Mar 2021,1,90000,9,"['P2P Sending', 'PAYMAYA SHOP']",2
10004992,PAYMAYA SHOP,Mar 2021,1,20,1,"['P2P Sending', 'PAYMAYA SHOP']",2
10005002,Bills Payment,Jul 2021,1,1413,1,['Bills Payment'],1
10005012,Instapay Sending,Oct 2020,1,5200,3,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10005012,Bills Payment,Oct 2020,1,2399,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10005012,PAYMAYA SHOP,Oct 2020,1,50,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10005045,Instapay Sending,Oct 2017,1,350,2,"['Instapay Sending', 'Online Purchase']",2
10005045,Online Purchase,Oct 2017,1,14405.74,18,"['Instapay Sending', 'Online Purchase']",2
10005090,PAYMAYA SHOP,May 2021,1,280,4,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",4
10005090,P2P Sending,May 2021,1,10,1,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",4
10005090,Instapay Sending,May 2021,1,6499,7,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",4
10005090,P2P - Consumer to Negosyo Sending,May 2021,1,8062,6,"['PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",4
10005092,Bills Payment,Mar 2018,1,300,1,['Bills Payment'],1
10005095,Instapay Sending,Apr 2020,1,16000,1,['Instapay Sending'],1
10005106,Bills Payment,Mar 2020,1,2602,1,"['Bills Payment', 'PAYMAYA SHOP']",2
10005106,PAYMAYA SHOP,Mar 2020,1,55,3,"['Bills Payment', 'PAYMAYA SHOP']",2
10005109,Online Purchase,Jan 2019,1,509,2,"['Online Purchase', 'Pay with PayMaya', 'PAYMAYA SHOP', 'Bills Payment']",4
10005109,Pay with PayMaya,Jan 2019,1,150.58,2,"['Online Purchase', 'Pay with PayMaya', 'PAYMAYA SHOP', 'Bills Payment']",4
10005109,PAYMAYA SHOP,Jan 2019,1,299,3,"['Online Purchase', 'Pay with PayMaya', 'PAYMAYA SHOP', 'Bills Payment']",4
10005109,Bills Payment,Jan 2019,1,4400,2,"['Online Purchase', 'Pay with PayMaya', 'PAYMAYA SHOP', 'Bills Payment']",4
10005113,PAYMAYA SHOP,Jan 2020,1,50,1,"['PAYMAYA SHOP', 'P2P Sending']",2
10005113,P2P Sending,Jan 2020,1,5000,1,"['PAYMAYA SHOP', 'P2P Sending']",2
10005119,PAYMAYA SHOP,Dec 2018,1,110,3,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending', 'Instapay Sending']",4
10005119,Online Purchase,Dec 2018,1,3609,3,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending', 'Instapay Sending']",4
10005119,P2P Sending,Dec 2018,1,510,1,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending', 'Instapay Sending']",4
10005119,Instapay Sending,Dec 2018,1,370,2,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending', 'Instapay Sending']",4
10005164,PAYMAYA SHOP,Jan 2020,1,1564,12,"['PAYMAYA SHOP', 'Instapay Sending']",2
10005164,Instapay Sending,Jan 2020,1,5141,4,"['PAYMAYA SHOP', 'Instapay Sending']",2
1000521,Pay with PayMaya,Feb 2021,1,9980,2,['Pay with PayMaya'],1
10005239,Bills Payment,Mar 2020,1,356.13,1,"['Bills Payment', 'P2P Sending', 'PAYMAYA SHOP']",3
10005239,P2P Sending,Mar 2020,1,500,1,"['Bills Payment', 'P2P Sending', 'PAYMAYA SHOP']",3
10005239,PAYMAYA SHOP,Mar 2020,1,220,2,"['Bills Payment', 'P2P Sending', 'PAYMAYA SHOP']",3
10005260,PAYMAYA SHOP,Aug 2017,1,270,4,"['PAYMAYA SHOP', 'Bills Payment']",2
10005260,Bills Payment,Aug 2017,1,22171.7,12,"['PAYMAYA SHOP', 'Bills Payment']",2
10005273,PAYMAYA SHOP,Dec 2019,1,439,16,['PAYMAYA SHOP'],1
10005282,Instapay Sending,Jan 2017,1,10,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10005282,PAYMAYA SHOP,Jan 2017,1,325,9,"['Instapay Sending', 'PAYMAYA SHOP']",2
1000529,P2P Sending,Feb 2020,1,5300,6,"['P2P Sending', 'Instapay Sending']",2
1000529,Instapay Sending,Feb 2020,1,495,1,"['P2P Sending', 'Instapay Sending']",2
10005312,Pay with PayMaya,Dec 2018,1,6515,3,['Pay with PayMaya'],1
10005331,P2P - Consumer to Negosyo Sending,Jan 2017,1,5000,5,['P2P - Consumer to Negosyo Sending'],1
10005348,Online Purchase,Apr 2021,1,751.42,1,"['Online Purchase', 'Instapay Sending']",2
10005348,Instapay Sending,Apr 2021,1,100,1,"['Online Purchase', 'Instapay Sending']",2
10005381,Pay with PayMaya,Aug 2016,1,309,1,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending']",4
10005381,PAYMAYA SHOP,Aug 2016,1,90,1,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending']",4
10005381,Online Purchase,Aug 2016,1,2780,9,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending']",4
10005381,Instapay Sending,Aug 2016,1,218,1,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending']",4
10005384,Pay with PayMaya,Oct 2020,1,999,1,['Pay with PayMaya'],1
10005430,PAYMAYA SHOP,Jun 2021,1,205,5,['PAYMAYA SHOP'],1
1000549,Online Purchase,Sep 2020,1,25207.37,4,['Online Purchase'],1
10005493,Online Purchase,May 2018,1,635.2,1,['Online Purchase'],1
10005494,P2P Sending,Jun 2018,1,50000,5,"['P2P Sending', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",4
10005494,Instapay Sending,Jun 2018,1,85095,6,"['P2P Sending', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",4
10005494,Bills Payment,Jun 2018,1,1637,1,"['P2P Sending', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",4
10005494,Online Purchase,Jun 2018,1,758.58,5,"['P2P Sending', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",4
10005522,Bills Payment,Dec 2020,1,1310,1,['Bills Payment'],1
10005530,PAYMAYA SHOP,Dec 2020,0,70,3,['PAYMAYA SHOP'],1
10005556,Instapay Sending,Oct 2019,1,10190,1,['Instapay Sending'],1
10005558,PAYMAYA SHOP,Dec 2019,1,125,6,['PAYMAYA SHOP'],1
10005560,Instapay Sending,Oct 2019,1,12900,3,['Instapay Sending'],1
10005563,Instapay Sending,Aug 2018,1,1098,3,"['Instapay Sending', 'Online Purchase']",2
10005563,Online Purchase,Aug 2018,1,13424.26,25,"['Instapay Sending', 'Online Purchase']",2
10005569,PAYMAYA SHOP,Jul 2020,1,200,3,['PAYMAYA SHOP'],1
10005592,PAYMAYA SHOP,Nov 2018,1,300,1,"['PAYMAYA SHOP', 'Online Purchase']",2
10005592,Online Purchase,Nov 2018,1,549,1,"['PAYMAYA SHOP', 'Online Purchase']",2
10005594,P2P Sending,Dec 2019,1,700,6,"['P2P Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP']",3
10005594,P2P - Consumer to Negosyo Sending,Dec 2019,1,120,1,"['P2P Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP']",3
10005594,PAYMAYA SHOP,Dec 2019,1,3191,82,"['P2P Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP']",3
10005651,Pay with PayMaya,Jan 2020,1,1560,1,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Online Purchase']",3
10005651,PAYMAYA SHOP,Jan 2020,1,159,4,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Online Purchase']",3
10005651,Online Purchase,Jan 2020,1,19275.65,9,"['Pay with PayMaya', 'PAYMAYA SHOP', 'Online Purchase']",3
10005658,Bills Payment,Jan 2019,1,1160,2,"['Bills Payment', 'PAYMAYA SHOP']",2
10005658,PAYMAYA SHOP,Jan 2019,1,350,5,"['Bills Payment', 'PAYMAYA SHOP']",2
10005670,Pay with PayMaya,May 2021,1,300,2,"['Pay with PayMaya', 'Instapay Sending']",2
10005670,Instapay Sending,May 2021,1,950,1,"['Pay with PayMaya', 'Instapay Sending']",2
10005702,QR,Feb 2018,1,2540.7,4,"['QR', 'Pay with PayMaya', 'Bills Payment', 'P2P Sending']",4
10005702,Pay with PayMaya,Feb 2018,1,538,1,"['QR', 'Pay with PayMaya', 'Bills Payment', 'P2P Sending']",4
10005702,Bills Payment,Feb 2018,1,8350.76,4,"['QR', 'Pay with PayMaya', 'Bills Payment', 'P2P Sending']",4
10005702,P2P Sending,Feb 2018,1,10000,2,"['QR', 'Pay with PayMaya', 'Bills Payment', 'P2P Sending']",4
1000579,Instapay Sending,May 2018,1,2880,3,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",3
1000579,P2P Sending,May 2018,1,90,1,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",3
1000579,PAYMAYA SHOP,May 2018,1,149,2,"['Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",3
10005790,PAYMAYA SHOP,Apr 2020,1,10,1,"['PAYMAYA SHOP', 'Online Purchase']",2
10005790,Online Purchase,Apr 2020,1,1260,1,"['PAYMAYA SHOP', 'Online Purchase']",2
10005844,Instapay Sending,Jul 2020,1,480,1,['Instapay Sending'],1
10005845,PAYMAYA SHOP,Mar 2020,1,3842,61,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",3
10005845,P2P - Consumer to Negosyo Sending,Mar 2020,1,22300,21,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",3
10005845,Instapay Sending,Mar 2020,1,7000,1,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",3
10005850,Online Purchase,Jun 2017,1,184,1,"['Online Purchase', 'P2P Sending', 'PAYMAYA SHOP']",3
10005850,P2P Sending,Jun 2017,1,16500,3,"['Online Purchase', 'P2P Sending', 'PAYMAYA SHOP']",3
10005850,PAYMAYA SHOP,Jun 2017,1,75,1,"['Online Purchase', 'P2P Sending', 'PAYMAYA SHOP']",3
10005883,PAYMAYA SHOP,Jul 2018,1,40,2,['PAYMAYA SHOP'],1
10005942,PAYMAYA SHOP,Jan 2021,1,10,1,['PAYMAYA SHOP'],1
10005951,Instapay Sending,Mar 2018,1,5000,2,"['Instapay Sending', 'PAYMAYA SHOP', 'ATM Withdrawal', 'POS Purchase']",4
10005951,PAYMAYA SHOP,Mar 2018,1,100,1,"['Instapay Sending', 'PAYMAYA SHOP', 'ATM Withdrawal', 'POS Purchase']",4
10005951,ATM Withdrawal,Mar 2018,1,4454,3,"['Instapay Sending', 'PAYMAYA SHOP', 'ATM Withdrawal', 'POS Purchase']",4
10005951,POS Purchase,Mar 2018,1,2589.53,1,"['Instapay Sending', 'PAYMAYA SHOP', 'ATM Withdrawal', 'POS Purchase']",4
100060,PAYMAYA SHOP,Jun 2020,1,298,3,['PAYMAYA SHOP'],1
10006039,PAYMAYA SHOP,Mar 2020,1,590,7,"['PAYMAYA SHOP', 'Instapay Sending', 'ATM Withdrawal', 'Bills Payment', 'Online Purchase']",5
10006039,Instapay Sending,Mar 2020,1,5176,2,"['PAYMAYA SHOP', 'Instapay Sending', 'ATM Withdrawal', 'Bills Payment', 'Online Purchase']",5
10006039,ATM Withdrawal,Mar 2020,1,2518,1,"['PAYMAYA SHOP', 'Instapay Sending', 'ATM Withdrawal', 'Bills Payment', 'Online Purchase']",5
10006039,Bills Payment,Mar 2020,1,1300,1,"['PAYMAYA SHOP', 'Instapay Sending', 'ATM Withdrawal', 'Bills Payment', 'Online Purchase']",5
10006039,Online Purchase,Mar 2020,1,3447.75,15,"['PAYMAYA SHOP', 'Instapay Sending', 'ATM Withdrawal', 'Bills Payment', 'Online Purchase']",5
10006076,Bills Payment,Nov 2020,1,1300,1,"['Bills Payment', 'Pay with PayMaya']",2
10006076,Pay with PayMaya,Nov 2020,1,638,1,"['Bills Payment', 'Pay with PayMaya']",2
10006092,Instapay Sending,Jul 2020,1,6980,2,['Instapay Sending'],1
10006103,Pay with PayMaya,Sep 2018,1,584.99,2,"['Pay with PayMaya', 'Bills Payment', 'QR', 'P2P Sending']",4
10006103,Bills Payment,Sep 2018,1,11450.73,4,"['Pay with PayMaya', 'Bills Payment', 'QR', 'P2P Sending']",4
10006103,QR,Sep 2018,1,500,1,"['Pay with PayMaya', 'Bills Payment', 'QR', 'P2P Sending']",4
10006103,P2P Sending,Sep 2018,1,1560,3,"['Pay with PayMaya', 'Bills Payment', 'QR', 'P2P Sending']",4
10006109,Pay with PayMaya,Dec 2019,0,1064.85,9,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10006109,PAYMAYA SHOP,Dec 2019,0,169,4,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10006111,P2P Sending,Aug 2020,1,90300,10,"['P2P Sending', 'Instapay Sending']",2
10006111,Instapay Sending,Aug 2020,1,130,1,"['P2P Sending', 'Instapay Sending']",2
10006128,P2P Sending,Jun 2021,1,7300,3,['P2P Sending'],1
10006129,Bills Payment,Mar 2021,1,842.73,1,['Bills Payment'],1
10006136,Bills Payment,Aug 2021,1,2230,3,"['Bills Payment', 'Pay with PayMaya']",2
10006136,Pay with PayMaya,Aug 2021,1,300,1,"['Bills Payment', 'Pay with PayMaya']",2
10006157,Instapay Sending,Mar 2019,1,5600,3,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'P2P Sending']",4
10006157,P2P - Consumer to Negosyo Sending,Mar 2019,1,10800,3,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'P2P Sending']",4
10006157,PAYMAYA SHOP,Mar 2019,1,200,2,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'P2P Sending']",4
10006157,P2P Sending,Mar 2019,1,7000,4,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'P2P Sending']",4
10006193,PAYMAYA SHOP,Mar 2021,1,2498,2,"['PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",3
10006193,Bills Payment,Mar 2021,1,825.76,1,"['PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",3
10006193,Pay with PayMaya,Mar 2021,1,1119.29,2,"['PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",3
10006236,Instapay Sending,Feb 2020,1,9621.65,2,"['Instapay Sending', 'QR', 'Bills Payment']",3
10006236,QR,Feb 2020,1,665,2,"['Instapay Sending', 'QR', 'Bills Payment']",3
10006236,Bills Payment,Feb 2020,1,4700,2,"['Instapay Sending', 'QR', 'Bills Payment']",3
10006242,Bills Payment,Aug 2021,1,1600,1,['Bills Payment'],1
10006249,Instapay Sending,Aug 2021,1,19990,1,['Instapay Sending'],1
10006265,Bills Payment,Feb 2019,1,6392.36,2,"['Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal', 'P2P Sending', 'Instapay Sending']",5
10006265,PAYMAYA SHOP,Feb 2019,1,189,4,"['Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal', 'P2P Sending', 'Instapay Sending']",5
10006265,ATM Withdrawal,Feb 2019,1,5056,6,"['Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal', 'P2P Sending', 'Instapay Sending']",5
10006265,P2P Sending,Feb 2019,1,1720,1,"['Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal', 'P2P Sending', 'Instapay Sending']",5
10006265,Instapay Sending,Feb 2019,1,3160,3,"['Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal', 'P2P Sending', 'Instapay Sending']",5
10006275,P2P Sending,Jun 2019,1,227.51,1,['P2P Sending'],1
10006278,PAYMAYA SHOP,Jan 2021,0,120,1,['PAYMAYA SHOP'],1
10006296,PAYMAYA SHOP,Aug 2021,1,50,1,['PAYMAYA SHOP'],1
1000632,Instapay Sending,Mar 2020,1,500,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
1000632,PAYMAYA SHOP,Mar 2020,1,90,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10006320,PAYMAYA SHOP,Dec 2019,1,766.5,5,"['PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending', 'Pay with PayMaya']",4
10006320,Online Purchase,Dec 2019,1,1050,3,"['PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending', 'Pay with PayMaya']",4
10006320,Instapay Sending,Dec 2019,1,15000,2,"['PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending', 'Pay with PayMaya']",4
10006320,Pay with PayMaya,Dec 2019,1,99,1,"['PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending', 'Pay with PayMaya']",4
10006339,PAYMAYA SHOP,Nov 2019,1,90,1,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Instapay Sending']",3
10006339,Pay with PayMaya,Nov 2019,1,0,0,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Instapay Sending']",3
10006339,Instapay Sending,Nov 2019,1,400,2,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Instapay Sending']",3
10006352,PAYMAYA SHOP,May 2020,1,115,6,"['PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment']",3
10006352,Instapay Sending,May 2020,1,300,1,"['PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment']",3
10006352,Bills Payment,May 2020,1,1396.19,2,"['PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment']",3
1000636,Pay with PayMaya,Jun 2020,1,8209.02,1,"['Pay with PayMaya', 'Bills Payment']",2
1000636,Bills Payment,Jun 2020,1,306.38,1,"['Pay with PayMaya', 'Bills Payment']",2
10006369,P2P Sending,Jun 2021,1,50000,10,['P2P Sending'],1
10006378,Bills Payment,Jul 2021,0,5097.56,3,"['Bills Payment', 'PAYMAYA SHOP']",2
10006378,PAYMAYA SHOP,Jul 2021,0,100,2,"['Bills Payment', 'PAYMAYA SHOP']",2
10006432,Pay with PayMaya,May 2020,1,198,1,"['Pay with PayMaya', 'Instapay Sending']",2
10006432,Instapay Sending,May 2020,1,120,1,"['Pay with PayMaya', 'Instapay Sending']",2
10006441,Bills Payment,May 2020,1,2824,3,['Bills Payment'],1
10006466,Instapay Sending,Aug 2020,1,2700,5,"['Instapay Sending', 'PAYMAYA SHOP']",2
10006466,PAYMAYA SHOP,Aug 2020,1,310,8,"['Instapay Sending', 'PAYMAYA SHOP']",2
10006493,PAYMAYA SHOP,Jul 2020,1,169,3,"['PAYMAYA SHOP', 'QR', 'Online Purchase']",3
10006493,QR,Jul 2020,1,149,1,"['PAYMAYA SHOP', 'QR', 'Online Purchase']",3
