customer_number,use_case_x,registration_month,kyc_status,spend_volume,spend_transaction_count,use_case_y,num_use_case
10001765,Bills Payment,May 2018,1,5055.67,3,"['Bills Payment', 'Online Purchase', 'P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",5
10001765,Online Purchase,May 2018,1,194,1,"['Bills Payment', 'Online Purchase', 'P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",5
10001765,P2P Sending,May 2018,1,2500,4,"['Bills Payment', 'Online Purchase', 'P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",5
10001765,Instapay Sending,May 2018,1,47.83,1,"['Bills Payment', 'Online Purchase', 'P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",5
10001765,PAYMAYA SHOP,May 2018,1,10,1,"['Bills Payment', 'Online Purchase', 'P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",5
10001779,Instapay Sending,Jun 2020,1,300,3,"['Instapay Sending', 'PAYMAYA SHOP']",2
10001779,PAYMAYA SHOP,Jun 2020,1,70,7,"['Instapay Sending', 'PAYMAYA SHOP']",2
10001789,Bills Payment,Mar 2020,1,1636,1,"['Bills Payment', 'P2P Sending']",2
10001789,P2P Sending,Mar 2020,1,151,2,"['Bills Payment', 'P2P Sending']",2
10001803,PAYMAYA SHOP,Jul 2020,1,50,1,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",3
10001803,P2P Sending,Jul 2020,1,1000,1,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",3
10001803,Bills Payment,Jul 2020,1,9477.26,1,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",3
10001827,PAYMAYA SHOP,Jun 2020,1,399,1,['PAYMAYA SHOP'],1
10001833,Bills Payment,Mar 2018,1,15000,1,['Bills Payment'],1
10001860,Online Purchase,Jan 2019,1,533.75,2,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'QR', 'Bills Payment']",6
10001860,Pay with PayMaya,Jan 2019,1,7505,1,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'QR', 'Bills Payment']",6
10001860,P2P Sending,Jan 2019,1,500,1,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'QR', 'Bills Payment']",6
10001860,Instapay Sending,Jan 2019,1,1800,2,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'QR', 'Bills Payment']",6
10001860,QR,Jan 2019,1,938.5,2,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'QR', 'Bills Payment']",6
10001860,Bills Payment,Jan 2019,1,2100,1,"['Online Purchase', 'Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'QR', 'Bills Payment']",6
10001862,PAYMAYA SHOP,Mar 2020,1,180,3,['PAYMAYA SHOP'],1
10001898,PAYMAYA SHOP,Sep 2020,1,269,4,"['PAYMAYA SHOP', 'Instapay Sending']",2
10001898,Instapay Sending,Sep 2020,1,3645,3,"['PAYMAYA SHOP', 'Instapay Sending']",2
10001959,Instapay Sending,Dec 2020,1,0,0,"['Instapay Sending', 'ATM Withdrawal']",2
10001959,ATM Withdrawal,Dec 2020,1,5018,2,"['Instapay Sending', 'ATM Withdrawal']",2
10001975,PAYMAYA SHOP,Jul 2020,0,727,6,['PAYMAYA SHOP'],1
10002000,Pay with PayMaya,Mar 2017,1,34950,5,"['Pay with PayMaya', 'P2P Sending', 'Instapay Sending']",3
10002000,P2P Sending,Mar 2017,1,35000,4,"['Pay with PayMaya', 'P2P Sending', 'Instapay Sending']",3
10002000,Instapay Sending,Mar 2017,1,8500,1,"['Pay with PayMaya', 'P2P Sending', 'Instapay Sending']",3
10002007,PAYMAYA SHOP,May 2020,1,1280,14,['PAYMAYA SHOP'],1
10002018,Online Purchase,Jun 2018,1,549,1,['Online Purchase'],1
10002037,Bills Payment,May 2019,1,2100,3,"['Bills Payment', 'PAYMAYA SHOP']",2
10002037,PAYMAYA SHOP,May 2019,1,849,8,"['Bills Payment', 'PAYMAYA SHOP']",2
1000204,Bills Payment,Jul 2020,1,2000,1,['Bills Payment'],1
1000209,PAYMAYA SHOP,Feb 2020,1,1930,35,['PAYMAYA SHOP'],1
10002116,P2P Sending,Jan 2021,1,400,1,['P2P Sending'],1
10002159,PAYMAYA SHOP,Jul 2020,0,654,15,['PAYMAYA SHOP'],1
10002172,Pay with PayMaya,Aug 2021,0,818,1,['Pay with PayMaya'],1
10002174,Bills Payment,Jan 2021,0,822,2,['Bills Payment'],1
10002194,Bills Payment,Apr 2021,1,300,1,['Bills Payment'],1
1000221,QR,Jun 2021,1,5062,2,"['QR', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
1000221,Instapay Sending,Jun 2021,1,5000,1,"['QR', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
1000221,PAYMAYA SHOP,Jun 2021,1,448,3,"['QR', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
1000221,Pay with PayMaya,Jun 2021,1,1315,2,"['QR', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
10002213,Instapay Sending,Feb 2018,1,14800,1,['Instapay Sending'],1
10002223,PAYMAYA SHOP,Jul 2021,1,100,2,"['PAYMAYA SHOP', 'Bills Payment']",2
10002223,Bills Payment,Jul 2021,1,2707,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10002328,Instapay Sending,May 2021,1,540,1,['Instapay Sending'],1
1000233,Instapay Sending,Nov 2018,1,2000,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
1000233,PAYMAYA SHOP,Nov 2018,1,100,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
1000233,Bills Payment,Nov 2018,1,6559.6,4,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10002358,Pay with PayMaya,Dec 2020,1,458,1,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10002358,PAYMAYA SHOP,Dec 2020,1,1130,6,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10002379,P2P Sending,May 2020,1,7975.81,1,"['P2P Sending', 'Online Purchase']",2
10002379,Online Purchase,May 2020,1,93262,1,"['P2P Sending', 'Online Purchase']",2
10002381,Pay with PayMaya,Mar 2020,1,147,3,"['Pay with PayMaya', 'QR']",2
10002381,QR,Mar 2020,1,214,1,"['Pay with PayMaya', 'QR']",2
10002407,QR,Feb 2018,1,1500,1,"['QR', 'Online Purchase', 'Bills Payment', 'Pay with PayMaya']",4
10002407,Online Purchase,Feb 2018,1,1136,5,"['QR', 'Online Purchase', 'Bills Payment', 'Pay with PayMaya']",4
10002407,Bills Payment,Feb 2018,1,10000,1,"['QR', 'Online Purchase', 'Bills Payment', 'Pay with PayMaya']",4
10002407,Pay with PayMaya,Feb 2018,1,11367.49,2,"['QR', 'Online Purchase', 'Bills Payment', 'Pay with PayMaya']",4
10002419,Bills Payment,Dec 2019,1,26342,2,"['Bills Payment', 'Online Purchase']",2
10002419,Online Purchase,Dec 2019,1,1589.25,1,"['Bills Payment', 'Online Purchase']",2
10002423,PAYMAYA SHOP,May 2020,1,1780,10,"['PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'QR']",5
10002423,Online Purchase,May 2020,1,259,1,"['PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'QR']",5
10002423,Bills Payment,May 2020,1,1953.57,1,"['PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'QR']",5
10002423,Instapay Sending,May 2020,1,2700,1,"['PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'QR']",5
10002423,QR,May 2020,1,497.75,2,"['PAYMAYA SHOP', 'Online Purchase', 'Bills Payment', 'Instapay Sending', 'QR']",5
10002461,PAYMAYA SHOP,Mar 2021,0,10,1,['PAYMAYA SHOP'],1
10002508,Online Purchase,Feb 2017,1,1510.79,3,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP']",3
10002508,Instapay Sending,Feb 2017,1,300,1,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP']",3
10002508,PAYMAYA SHOP,Feb 2017,1,449,5,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP']",3
10002517,Bills Payment,Sep 2017,1,740,2,['Bills Payment'],1
10002521,Instapay Sending,Jan 2016,1,250,1,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'Online Purchase', 'Bills Payment', 'PAYMAYA SHOP', 'P2P Sending']",6
10002521,P2P - Consumer to Negosyo Sending,Jan 2016,1,1500,1,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'Online Purchase', 'Bills Payment', 'PAYMAYA SHOP', 'P2P Sending']",6
10002521,Online Purchase,Jan 2016,1,1253.75,2,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'Online Purchase', 'Bills Payment', 'PAYMAYA SHOP', 'P2P Sending']",6
10002521,Bills Payment,Jan 2016,1,4020,3,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'Online Purchase', 'Bills Payment', 'PAYMAYA SHOP', 'P2P Sending']",6
10002521,PAYMAYA SHOP,Jan 2016,1,249,2,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'Online Purchase', 'Bills Payment', 'PAYMAYA SHOP', 'P2P Sending']",6
10002521,P2P Sending,Jan 2016,1,3000,1,"['Instapay Sending', 'P2P - Consumer to Negosyo Sending', 'Online Purchase', 'Bills Payment', 'PAYMAYA SHOP', 'P2P Sending']",6
10002524,QR,Jul 2021,1,214,1,"['QR', 'PAYMAYA SHOP', 'Online Purchase']",3
10002524,PAYMAYA SHOP,Jul 2021,1,90,1,"['QR', 'PAYMAYA SHOP', 'Online Purchase']",3
10002524,Online Purchase,Jul 2021,1,354.87,2,"['QR', 'PAYMAYA SHOP', 'Online Purchase']",3
10002539,Instapay Sending,Aug 2020,1,50,1,['Instapay Sending'],1
10002561,Pay with PayMaya,Oct 2020,1,950,7,['Pay with PayMaya'],1
10002589,Bills Payment,Oct 2018,1,3855,2,"['Bills Payment', 'Instapay Sending', 'Pay with PayMaya', 'Online Purchase', 'P2P Sending']",5
10002589,Instapay Sending,Oct 2018,1,500,1,"['Bills Payment', 'Instapay Sending', 'Pay with PayMaya', 'Online Purchase', 'P2P Sending']",5
10002589,Pay with PayMaya,Oct 2018,1,904,2,"['Bills Payment', 'Instapay Sending', 'Pay with PayMaya', 'Online Purchase', 'P2P Sending']",5
10002589,Online Purchase,Oct 2018,1,1038.5,3,"['Bills Payment', 'Instapay Sending', 'Pay with PayMaya', 'Online Purchase', 'P2P Sending']",5
10002589,P2P Sending,Oct 2018,1,300,1,"['Bills Payment', 'Instapay Sending', 'Pay with PayMaya', 'Online Purchase', 'P2P Sending']",5
10002594,PAYMAYA SHOP,Feb 2020,1,1187,5,"['PAYMAYA SHOP', 'Bills Payment']",2
10002594,Bills Payment,Feb 2020,1,1124,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10002602,P2P Sending,Aug 2020,1,500,2,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
10002602,Instapay Sending,Aug 2020,1,400,2,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
10002602,PAYMAYA SHOP,Aug 2020,1,755,10,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
10002602,Pay with PayMaya,Aug 2020,1,5600,11,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",4
10002642,Instapay Sending,Mar 2018,1,1359.9,4,"['Instapay Sending', 'Pay with PayMaya']",2
10002642,Pay with PayMaya,Mar 2018,1,1015,5,"['Instapay Sending', 'Pay with PayMaya']",2
10002648,PAYMAYA SHOP,Oct 2019,1,710,15,"['PAYMAYA SHOP', 'QR', 'P2P Sending']",3
10002648,QR,Oct 2019,1,78,1,"['PAYMAYA SHOP', 'QR', 'P2P Sending']",3
10002648,P2P Sending,Oct 2019,1,100,1,"['PAYMAYA SHOP', 'QR', 'P2P Sending']",3
1000265,Online Purchase,Oct 2019,1,96,1,['Online Purchase'],1
10002677,PAYMAYA SHOP,Aug 2021,1,30,2,['PAYMAYA SHOP'],1
10002681,Bills Payment,Aug 2020,1,2512,1,"['Bills Payment', 'Instapay Sending']",2
10002681,Instapay Sending,Aug 2020,1,19899,9,"['Bills Payment', 'Instapay Sending']",2
10002699,Pay with PayMaya,Oct 2020,1,466,4,['Pay with PayMaya'],1
10002710,Bills Payment,May 2021,1,1860,1,['Bills Payment'],1
10002748,PAYMAYA SHOP,May 2021,1,2465,59,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10002748,Pay with PayMaya,May 2021,1,171,5,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10002770,Online Purchase,Dec 2017,1,369,1,"['Online Purchase', 'Instapay Sending']",2
10002770,Instapay Sending,Dec 2017,1,1115,2,"['Online Purchase', 'Instapay Sending']",2
10002773,Pay with PayMaya,Apr 2020,1,550,1,['Pay with PayMaya'],1
10002789,PAYMAYA SHOP,Apr 2020,0,600,4,['PAYMAYA SHOP'],1
10002793,Online Purchase,Mar 2020,1,511.63,1,['Online Purchase'],1
10002868,Bills Payment,Jul 2020,1,1299,1,"['Bills Payment', 'PAYMAYA SHOP']",2
10002868,PAYMAYA SHOP,Jul 2020,1,99,1,"['Bills Payment', 'PAYMAYA SHOP']",2
10002898,Pay with PayMaya,Oct 2020,1,1473,6,['Pay with PayMaya'],1
10002912,Pay with PayMaya,Aug 2021,1,3992,4,['Pay with PayMaya'],1
10002932,QR,Mar 2018,0,100.5,1,['QR'],1
10002970,Online Purchase,Jul 2020,1,30,1,"['Online Purchase', 'Instapay Sending']",2
10002970,Instapay Sending,Jul 2020,1,36100,2,"['Online Purchase', 'Instapay Sending']",2
10002976,ATM Withdrawal,Jul 2020,1,1416,1,['ATM Withdrawal'],1
10002983,PAYMAYA SHOP,Jan 2018,1,100,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
10002983,Instapay Sending,Jan 2018,1,3800,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
10003006,Bills Payment,Aug 2021,0,825.61,1,['Bills Payment'],1
10003123,Bills Payment,Jun 2021,1,3878,1,"['Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP']",3
10003123,Instapay Sending,Jun 2021,1,1690,1,"['Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP']",3
10003123,PAYMAYA SHOP,Jun 2021,1,896,6,"['Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP']",3
10003124,Online Purchase,May 2018,1,779.03,1,"['Online Purchase', 'Bills Payment', 'Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",5
10003124,Bills Payment,May 2018,1,1377.02,2,"['Online Purchase', 'Bills Payment', 'Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",5
10003124,Instapay Sending,May 2018,1,13729.99,2,"['Online Purchase', 'Bills Payment', 'Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",5
10003124,P2P Sending,May 2018,1,15276.56,8,"['Online Purchase', 'Bills Payment', 'Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",5
10003124,PAYMAYA SHOP,May 2018,1,1639,14,"['Online Purchase', 'Bills Payment', 'Instapay Sending', 'P2P Sending', 'PAYMAYA SHOP']",5
10003139,PAYMAYA SHOP,Feb 2021,1,580,8,['PAYMAYA SHOP'],1
10003156,ATM Withdrawal,Jun 2019,1,11538,3,"['ATM Withdrawal', 'Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",5
10003156,Online Purchase,Jun 2019,1,459,1,"['ATM Withdrawal', 'Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",5
10003156,Instapay Sending,Jun 2019,1,22109.54,7,"['ATM Withdrawal', 'Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",5
10003156,PAYMAYA SHOP,Jun 2019,1,634,20,"['ATM Withdrawal', 'Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",5
10003156,Bills Payment,Jun 2019,1,4231.75,3,"['ATM Withdrawal', 'Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",5
10003160,PAYMAYA SHOP,Apr 2020,1,80,3,['PAYMAYA SHOP'],1
1000317,PAYMAYA SHOP,Mar 2020,1,1499,1,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
1000317,Pay with PayMaya,Mar 2020,1,836.59,2,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10003181,Bills Payment,Sep 2017,1,4020,5,"['Bills Payment', 'PAYMAYA SHOP']",2
10003181,PAYMAYA SHOP,Sep 2017,1,10,1,"['Bills Payment', 'PAYMAYA SHOP']",2
10003208,PAYMAYA SHOP,May 2021,0,434,10,"['PAYMAYA SHOP', 'Bills Payment']",2
10003208,Bills Payment,May 2021,0,4351.14,5,"['PAYMAYA SHOP', 'Bills Payment']",2
10003217,Pay with PayMaya,Aug 2020,1,49,1,"['Pay with PayMaya', 'Bills Payment']",2
10003217,Bills Payment,Aug 2020,1,1300,1,"['Pay with PayMaya', 'Bills Payment']",2
10003236,Online Purchase,Jul 2020,1,1386,7,['Online Purchase'],1
1000325,Instapay Sending,Dec 2020,1,3198,7,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
1000325,PAYMAYA SHOP,Dec 2020,1,159,3,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
1000325,Bills Payment,Dec 2020,1,1800,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10003259,P2P Sending,Feb 2020,1,2000,1,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10003259,Instapay Sending,Feb 2020,1,5900,2,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10003259,PAYMAYA SHOP,Feb 2020,1,120,8,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10003291,ATM Withdrawal,Nov 2019,1,309114,52,['ATM Withdrawal'],1
10003296,P2P Sending,Dec 2018,1,1501,4,"['P2P Sending', 'QR', 'PAYMAYA SHOP']",3
10003296,QR,Dec 2018,1,444.1,1,"['P2P Sending', 'QR', 'PAYMAYA SHOP']",3
10003296,PAYMAYA SHOP,Dec 2018,1,150,2,"['P2P Sending', 'QR', 'PAYMAYA SHOP']",3
10003337,Instapay Sending,Aug 2018,1,500,1,"['Instapay Sending', 'Bills Payment', 'Pay with PayMaya']",3
10003337,Bills Payment,Aug 2018,1,1179.54,1,"['Instapay Sending', 'Bills Payment', 'Pay with PayMaya']",3
10003337,Pay with PayMaya,Aug 2018,1,83,1,"['Instapay Sending', 'Bills Payment', 'Pay with PayMaya']",3
10003393,P2P Sending,Apr 2020,1,60000,12,['P2P Sending'],1
10003397,P2P - Consumer to Negosyo Sending,May 2021,1,500,1,"['P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'Instapay Sending']",3
10003397,PAYMAYA SHOP,May 2021,1,170,6,"['P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'Instapay Sending']",3
10003397,Instapay Sending,May 2021,1,30,1,"['P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'Instapay Sending']",3
1000343,Pay with PayMaya,Jun 2020,1,4055,1,"['Pay with PayMaya', 'PAYMAYA SHOP', 'P2P Sending']",3
1000343,PAYMAYA SHOP,Jun 2020,1,1498,9,"['Pay with PayMaya', 'PAYMAYA SHOP', 'P2P Sending']",3
1000343,P2P Sending,Jun 2020,1,400,1,"['Pay with PayMaya', 'PAYMAYA SHOP', 'P2P Sending']",3
10003460,PAYMAYA SHOP,Dec 2020,1,420,13,"['PAYMAYA SHOP', 'ATM Withdrawal', 'Instapay Sending']",3
10003460,ATM Withdrawal,Dec 2020,1,98389,18,"['PAYMAYA SHOP', 'ATM Withdrawal', 'Instapay Sending']",3
10003460,Instapay Sending,Dec 2020,1,140.3,2,"['PAYMAYA SHOP', 'ATM Withdrawal', 'Instapay Sending']",3
10003481,P2P Sending,May 2021,1,100,1,['P2P Sending'],1
1000350,PAYMAYA SHOP,Aug 2021,1,70,2,"['PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",3
1000350,Bills Payment,Aug 2021,1,285,1,"['PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",3
1000350,Pay with PayMaya,Aug 2021,1,500,1,"['PAYMAYA SHOP', 'Bills Payment', 'Pay with PayMaya']",3
10003501,PAYMAYA SHOP,Aug 2021,1,45,2,['PAYMAYA SHOP'],1
10003504,PAYMAYA SHOP,Jun 2021,1,100,1,['PAYMAYA SHOP'],1
10003545,Instapay Sending,Oct 2017,1,10190,1,['Instapay Sending'],1
10003546,PAYMAYA SHOP,Feb 2021,1,80,2,['PAYMAYA SHOP'],1
10003564,P2P Sending,Oct 2017,1,138,2,"['P2P Sending', 'Online Purchase', 'Instapay Sending']",3
10003564,Online Purchase,Oct 2017,1,1369.78,1,"['P2P Sending', 'Online Purchase', 'Instapay Sending']",3
10003564,Instapay Sending,Oct 2017,1,100,1,"['P2P Sending', 'Online Purchase', 'Instapay Sending']",3
10003588,Instapay Sending,Apr 2017,1,300,1,"['Instapay Sending', 'Online Purchase']",2
10003588,Online Purchase,Apr 2017,1,4681.53,4,"['Instapay Sending', 'Online Purchase']",2
10003616,PAYMAYA SHOP,Jul 2020,1,0,0,['PAYMAYA SHOP'],1
1000363,Instapay Sending,Nov 2018,1,350,2,['Instapay Sending'],1
10003661,Online Purchase,Mar 2017,1,525,1,['Online Purchase'],1
10003666,Instapay Sending,May 2020,1,1500,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10003666,PAYMAYA SHOP,May 2020,1,898,9,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10003666,Bills Payment,May 2020,1,216.15,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10003671,PAYMAYA SHOP,Oct 2020,1,300,1,['PAYMAYA SHOP'],1
10003715,Online Purchase,Feb 2017,1,2350,2,['Online Purchase'],1
10003721,PAYMAYA SHOP,Jul 2021,1,5314,92,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",3
10003721,P2P Sending,Jul 2021,1,150,1,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",3
10003721,Bills Payment,Jul 2021,1,1512,1,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment']",3
10003724,Bills Payment,Oct 2019,1,5373.7,5,"['Bills Payment', 'PAYMAYA SHOP', 'QR', 'P2P Sending']",4
10003724,PAYMAYA SHOP,Oct 2019,1,1164,25,"['Bills Payment', 'PAYMAYA SHOP', 'QR', 'P2P Sending']",4
10003724,QR,Oct 2019,1,5684.99,3,"['Bills Payment', 'PAYMAYA SHOP', 'QR', 'P2P Sending']",4
10003724,P2P Sending,Oct 2019,1,11110,6,"['Bills Payment', 'PAYMAYA SHOP', 'QR', 'P2P Sending']",4
10003728,Bills Payment,Dec 2020,0,1162.54,2,"['Bills Payment', 'PAYMAYA SHOP']",2
10003728,PAYMAYA SHOP,Dec 2020,0,2274,44,"['Bills Payment', 'PAYMAYA SHOP']",2
10003737,Instapay Sending,Jan 2020,1,7276.64,2,"['Instapay Sending', 'Bills Payment']",2
10003737,Bills Payment,Jan 2020,1,7557,4,"['Instapay Sending', 'Bills Payment']",2
10003742,Instapay Sending,Dec 2019,1,9492,3,['Instapay Sending'],1
10003749,Pay with PayMaya,Jul 2020,1,1000,1,['Pay with PayMaya'],1
10003784,Pay with PayMaya,Jan 2020,1,154.29,1,"['Pay with PayMaya', 'Bills Payment']",2
10003784,Bills Payment,Jan 2020,1,490.1,2,"['Pay with PayMaya', 'Bills Payment']",2
10003796,PAYMAYA SHOP,Jun 2021,0,607,5,['PAYMAYA SHOP'],1
10003798,PAYMAYA SHOP,Jun 2020,1,100,1,['PAYMAYA SHOP'],1
10003800,Instapay Sending,Jan 2021,1,180,1,"['Instapay Sending', 'Pay with PayMaya']",2
10003800,Pay with PayMaya,Jan 2021,1,1058,1,"['Instapay Sending', 'Pay with PayMaya']",2
10003805,Instapay Sending,Jul 2020,1,53024,4,"['Instapay Sending', 'QR', 'PAYMAYA SHOP']",3
10003805,QR,Jul 2020,1,256.51,1,"['Instapay Sending', 'QR', 'PAYMAYA SHOP']",3
10003805,PAYMAYA SHOP,Jul 2020,1,180,2,"['Instapay Sending', 'QR', 'PAYMAYA SHOP']",3
10003828,Instapay Sending,Dec 2020,1,2207,4,"['Instapay Sending', 'PAYMAYA SHOP']",2
10003828,PAYMAYA SHOP,Dec 2020,1,100,2,"['Instapay Sending', 'PAYMAYA SHOP']",2
10003871,Pay with PayMaya,Aug 2021,1,47.5,1,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10003871,PAYMAYA SHOP,Aug 2021,1,98,5,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10003879,PAYMAYA SHOP,Dec 2017,1,404.5,7,"['PAYMAYA SHOP', 'Instapay Sending', 'ATM Withdrawal', 'Online Purchase']",4
10003879,Instapay Sending,Dec 2017,1,41530.21,7,"['PAYMAYA SHOP', 'Instapay Sending', 'ATM Withdrawal', 'Online Purchase']",4
10003879,ATM Withdrawal,Dec 2017,1,12769,15,"['PAYMAYA SHOP', 'Instapay Sending', 'ATM Withdrawal', 'Online Purchase']",4
10003879,Online Purchase,Dec 2017,1,4032.1,26,"['PAYMAYA SHOP', 'Instapay Sending', 'ATM Withdrawal', 'Online Purchase']",4
10003882,P2P Sending,Mar 2021,1,90000,9,"['P2P Sending', 'Instapay Sending', 'Pay with PayMaya']",3
10003882,Instapay Sending,Mar 2021,1,390,1,"['P2P Sending', 'Instapay Sending', 'Pay with PayMaya']",3
10003882,Pay with PayMaya,Mar 2021,1,9.5,1,"['P2P Sending', 'Instapay Sending', 'Pay with PayMaya']",3
10003907,Online Purchase,Aug 2019,1,2000,1,['Online Purchase'],1
10003914,PAYMAYA SHOP,Jan 2021,0,10,1,['PAYMAYA SHOP'],1
10003956,ATM Withdrawal,Dec 2018,1,21106,7,['ATM Withdrawal'],1
10003994,Instapay Sending,Nov 2020,1,550,2,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10003994,PAYMAYA SHOP,Nov 2020,1,100,4,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10003994,Bills Payment,Nov 2020,1,2400,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10004032,Instapay Sending,Nov 2019,1,7000,1,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR']",4
10004032,PAYMAYA SHOP,Nov 2019,1,1998,2,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR']",4
10004032,P2P Sending,Nov 2019,1,6500,2,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR']",4
10004032,QR,Nov 2019,1,149,1,"['Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending', 'QR']",4
10004039,P2P Sending,Jun 2021,1,11000,12,['P2P Sending'],1
10004043,P2P Sending,May 2020,1,2000,1,"['P2P Sending', 'P2P - Consumer to Negosyo Sending']",2
10004043,P2P - Consumer to Negosyo Sending,May 2020,1,2800,3,"['P2P Sending', 'P2P - Consumer to Negosyo Sending']",2
